,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
150,1931,"[{'id': '189', 'knownName': {'en': 'Carl Bosch'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/189', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their contributions to the invention and development of chemical high pressure methods', 'se': 'för deras förtjänster om kemiska högtrycksmetoders uppkomst och utveckling'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '190', 'knownName': {'en': 'Friedrich Bergius'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/190', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their contributions to the invention and development of chemical high pressure methods', 'se': 'för deras förtjänster om kemiska högtrycksmetoders uppkomst och utveckling'}, 'portion': '1/2', 'sortOrder': '2'}]",173206,5238085,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1931,nobelPrize,application/json,,,
151,1931,"[{'id': '604', 'knownName': {'en': 'Erik Axel Karlfeldt'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/604', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'The poetry of Erik Axel Karlfeldt', 'se': 'Erik Axel Karlfeldts diktning'}, 'portion': '1', 'sortOrder': '1'}]",173206,5238085,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1931,nobelPrize,application/json,,,
152,1931,"[{'id': '496', 'knownName': {'en': 'Jane Addams'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/496', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind', 'no': 'for deres iherdige innsats for å blåse nytt liv i fredsidealet og gjenoppvekke fredsånden i sine hjemland og i hele menneskeheten'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '497', 'knownName': {'en': 'Nicholas Murray Butler'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/497', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind', 'no': 'for deres iherdige innsats for å blåse nytt liv i fredsidealet og gjenoppvekke fredsånden i sine hjemland og i hele menneskeheten'}, 'portion': '1/2', 'sortOrder': '2'}]",173206,5238085,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1931,nobelPrize,application/json,1931-12-10,,
153,1931,,173206,5238085,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1931,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
154,1931,"[{'id': '322', 'knownName': {'en': 'Otto Warburg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/322', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the nature and mode of action of the respiratory enzyme', 'se': 'för hans upptäckt av andningsfermentets art och verkningssätt'}, 'portion': '1', 'sortOrder': '1'}]",173206,5238085,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1931,nobelPrize,application/json,,,
155,1932,"[{'id': '191', 'knownName': {'en': 'Irving Langmuir'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/191', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries and investigations in surface chemistry', 'se': 'för hans upptäckter och undersökningar inom ytkemien'}, 'portion': '1', 'sortOrder': '1'}]",171753,5279293,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1932,nobelPrize,application/json,,,
156,1932,"[{'id': '605', 'knownName': {'en': 'John Galsworthy'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/605', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>', 'se': 'för den förnäma skildringskonst, som i The Forsyte Saga uppnått sitt högsta uttryck'}, 'portion': '1', 'sortOrder': '1'}]",171753,5279293,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1932,nobelPrize,application/json,,,
157,1932,,171753,5279293,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1932,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
158,1932,"[{'id': '38', 'knownName': {'en': 'Werner Heisenberg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/38', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen', 'se': 'för uppställande av kvantmekaniken, vars användning bl.a. lett till upptäckten av vätets allotropa former'}, 'portion': '1', 'sortOrder': '1'}]",171753,5279293,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1932,nobelPrize,application/json,,,
159,1932,"[{'id': '323', 'knownName': {'en': 'Sir Charles Sherrington'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/323', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries regarding the functions of neurons', 'se': 'för deras upptäckter rörande neuronets funktioner'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '324', 'knownName': {'en': 'Edgar Adrian'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/324', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries regarding the functions of neurons', 'se': 'för deras upptäckter rörande neuronets funktioner'}, 'portion': '1/2', 'sortOrder': '2'}]",171753,5279293,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1932,nobelPrize,application/json,,,
160,1933,,170332,5413093,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1933,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.,
161,1933,"[{'id': '606', 'knownName': {'en': 'Ivan Bunin'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/606', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the strict artistry with which he has carried on the classical Russian traditions in prose writing', 'se': 'för det stränga konstnärskap, varmed han företrätt den klassiskt ryska linjen i prosadiktningen'}, 'portion': '1', 'sortOrder': '1'}]",170332,5413093,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1933,nobelPrize,application/json,,,
162,1933,"[{'id': '498', 'knownName': {'en': 'Sir Norman Angell'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/498', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace', 'no': 'for å ha brukt sin penn til å avdekke krigens illusjoner og formulere en overbevisende forsvarstale for internasjonalt samarbeid og fred'}, 'portion': '1', 'sortOrder': '1'}]",170332,5413093,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1933,nobelPrize,application/json,1934-12-10,,
163,1933,"[{'id': '39', 'knownName': {'en': 'Erwin Schrödinger'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/39', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of new productive forms of atomic theory', 'se': 'för upptäckandet av nya fruktbärande former av atomteorien'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '40', 'knownName': {'en': 'Paul A.M. Dirac'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/40', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of new productive forms of atomic theory', 'se': 'för upptäckandet av nya fruktbärande former av atomteorien'}, 'portion': '1/2', 'sortOrder': '2'}]",170332,5413093,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1933,nobelPrize,application/json,,,
164,1933,"[{'id': '325', 'knownName': {'en': 'Thomas H. Morgan'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/325', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries concerning the role played by the chromosome in heredity', 'se': 'för hans upptäckter rörande kromosomernas ärftlighetsbärande funktioner'}, 'portion': '1', 'sortOrder': '1'}]",170332,5413093,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1933,nobelPrize,application/json,,,
165,1934,"[{'id': '192', 'knownName': {'en': 'Harold C. Urey'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/192', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of heavy hydrogen', 'se': 'för upptäckten av det tunga vätet'}, 'portion': '1', 'sortOrder': '1'}]",162608,5167627,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1934,nobelPrize,application/json,,,
166,1934,"[{'id': '607', 'knownName': {'en': 'Luigi Pirandello'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/607', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his bold and ingenious revival of dramatic and scenic art', 'se': 'för hans djärva och sinnrika nyskapelse av dramats och scenens konst'}, 'portion': '1', 'sortOrder': '1'}]",162608,5167627,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1934,nobelPrize,application/json,,,
167,1934,"[{'id': '499', 'knownName': {'en': 'Arthur Henderson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/499', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34', 'no': 'for sin uavlatelige kamp og modige innsats som formann for Folkeforbundets nedrustningskonferanse fra 1931-34'}, 'portion': '1', 'sortOrder': '1'}]",162608,5167627,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1934,nobelPrize,application/json,1934-12-10,,
168,1934,,162608,5167627,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1934,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.,
169,1934,"[{'id': '326', 'knownName': {'en': 'George H. Whipple'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/326', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning liver therapy in cases of anaemia', 'se': 'för deras upptäckter rörande leverterapi vid anemier'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '327', 'knownName': {'en': 'George R. Minot'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/327', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning liver therapy in cases of anaemia', 'se': 'för deras upptäckter rörande leverterapi vid anemier'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '328', 'knownName': {'en': 'William P. Murphy'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/328', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning liver therapy in cases of anaemia', 'se': 'för deras upptäckter rörande leverterapi vid anemier'}, 'portion': '1/3', 'sortOrder': '3'}]",162608,5167627,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1934,nobelPrize,application/json,,,
170,1935,"[{'id': '193', 'knownName': {'en': 'Frédéric Joliot'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/193', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their synthesis of new radioactive elements', 'se': 'såsom ett erkännande för deras gemensamt utförda syntes av nya radioaktiva grundämnen'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '194', 'knownName': {'en': 'Irène Joliot-Curie'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/194', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their synthesis of new radioactive elements', 'se': 'såsom ett erkännande för deras gemensamt utförda syntes av nya radioaktiva grundämnen'}, 'portion': '1/2', 'sortOrder': '2'}]",159917,4997406,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1935,nobelPrize,application/json,,,
171,1935,,159917,4997406,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1935,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.,
172,1935,"[{'id': '500', 'knownName': {'en': 'Carl von Ossietzky'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/500', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace', 'no': 'for sin brennende kjærlighet til menings- og ytringsfriheten og verdifulle bidrag til fredssaken'}, 'portion': '1', 'sortOrder': '1'}]",159917,4997406,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1935,nobelPrize,application/json,1936-11-24,,
173,1935,"[{'id': '41', 'knownName': {'en': 'James Chadwick'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/41', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of the neutron', 'se': 'för upptäckten av neutronen'}, 'portion': '1', 'sortOrder': '1'}]",159917,4997406,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1935,nobelPrize,application/json,,,
