,gender,id,nobelPrizes,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.continent.en,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,familyName.en,familyName.se,fullName.en,fullName.se,givenName.en,givenName.se,knownName.en,knownName.se,links.action,links.href,links.rel,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.continent.en,death.place.country.en,death.place.country.no,death.place.country.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,acronym,nativeName,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.continent.en,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,orgName.en,orgName.se,penName,orgName.no,familyName.no,fullName.no,givenName.no,knownName.no
12,male,541,"[{'awardYear': '1980', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '1980-10-27', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1980', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for being a source of inspiration to repressed people, especially in Latin America', 'no': 'for rollen som inspirator for undertrykte mennesker, særlig i Latin-Amerika'}, 'portion': '1', 'prizeAmount': 880000, 'prizeAmountAdjusted': 2889667, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'Argentina', 'no': 'Argentina', 'se': 'Argentina'}, 'countryNow': {'en': 'Argentina', 'no': 'Argentina', 'se': 'Argentina'}, 'locationString': {'en': 'Argentina', 'no': 'Argentina', 'se': 'Argentina'}}], 'sortOrder': '1'}]",1931-11-26,Buenos Aires,Buenos Aires,Buenos Aires,Buenos Aires,Buenos Aires,Buenos Aires,South America,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,"Buenos Aires, Argentina","Buenos Aires, Argentina","Buenos Aires, Argentina",Pérez Esquivel,Pérez Esquivel,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,Adolfo,Adolfo,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,Get,http://masterdataapi.nobelprize.org/2/laureate/541,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,male,292,"[{'affiliations': [{'city': {'en': 'Pasadena, CA', 'no': 'Pasadena, CA', 'se': 'Pasadena, CA'}, 'cityNow': {'en': 'Pasadena, CA', 'no': 'Pasadena, CA', 'se': 'Pasadena, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Pasadena, CA, USA', 'no': 'Pasadena, CA, USA', 'se': 'Pasadena, CA, USA'}, 'name': {'en': 'California Institute of Technology (Caltech)', 'no': 'California Institute of Technology (Caltech)', 'se': 'California Institute of Technology (Caltech)'}, 'nameNow': {'en': 'California Institute of Technology (Caltech)'}}], 'awardYear': '1999', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'dateAwarded': '1999-10-12', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1999', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his studies of the transition states of chemical reactions using femtosecond spectroscopy', 'se': 'för hans studier av kemiska reaktioners övergångstillstånd med femtosekundspektroskopi'}, 'portion': '1', 'prizeAmount': 7900000, 'prizeAmountAdjusted': 10049186, 'prizeStatus': 'received', 'sortOrder': '1'}]",1946-02-26,Damanhur,Damanhur,Damanhur,Damanhur,Damanhur,Damanhur,Africa,Egypt,Egypt,Egypten,Egypt,Egypt,Egypten,"Damanhur, Egypt","Damanhur, Egypt","Damanhur, Egypten",Zewail,Zewail,Ahmed H. Zewail,Ahmed H. Zewail,Ahmed,Ahmed,Ahmed Zewail,Ahmed Zewail,Get,http://masterdataapi.nobelprize.org/2/laureate/292,laureate,application/json,2016-08-02,"Pasadena, CA","Pasadena, CA","Pasadena, CA","Pasadena, CA","Pasadena, CA","Pasadena, CA",North America,USA,USA,USA,USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
14,male,853,"[{'affiliations': [{'city': {'en': 'Sapporo', 'no': 'Sapporo', 'se': 'Sapporo'}, 'cityNow': {'en': 'Sapporo', 'no': 'Sapporo', 'se': 'Sapporo'}, 'country': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'countryNow': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'locationString': {'en': 'Sapporo, Japan', 'no': 'Sapporo, Japan', 'se': 'Sapporo, Japan'}, 'name': {'en': 'Hokkaido University', 'no': 'Hokkaido University', 'se': 'Hokkaido University'}, 'nameNow': {'en': 'Hokkaido University'}}], 'awardYear': '2010', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'dateAwarded': '2010-10-06', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2010', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for palladium-catalyzed cross couplings in organic synthesis', 'se': 'för palladiumkatalyserade korskopplingar i organisk syntes'}, 'portion': '1/3', 'prizeAmount': 10000000, 'prizeAmountAdjusted': 10819388, 'prizeStatus': 'received', 'sortOrder': '3'}]",1930-09-12,Mukawa,Mukawa,Mukawa,Mukawa,Mukawa,Mukawa,Asia,Japan,Japan,Japan,Japan,Japan,Japan,"Mukawa, Japan","Mukawa, Japan","Mukawa, Japan",Suzuki,Suzuki,Akira Suzuki,Akira Suzuki,Akira,Akira,Akira Suzuki,Akira Suzuki,Get,http://masterdataapi.nobelprize.org/2/laureate/853,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,male,978,"[{'affiliations': [{'city': {'en': 'Tokyo', 'no': 'Tokyo', 'se': 'Tokyo'}, 'cityNow': {'en': 'Tokyo', 'no': 'Tokyo', 'se': 'Tokyo'}, 'country': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'countryNow': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'locationString': {'en': 'Tokyo, Japan', 'no': 'Tokyo, Japan', 'se': 'Tokyo, Japan'}, 'name': {'en': 'Asahi Kasei Corporation', 'no': 'Asahi Kasei Corporation', 'se': 'Asahi Kasei Corporation'}, 'nameNow': {'en': 'Asahi Kasei Corporation'}}, {'city': {'en': 'Nagoya', 'no': 'Nagoya', 'se': 'Nagoya'}, 'cityNow': {'en': 'Nagoya', 'no': 'Nagoya', 'se': 'Nagoya'}, 'country': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'countryNow': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'locationString': {'en': 'Nagoya, Japan', 'no': 'Nagoya, Japan', 'se': 'Nagoya, Japan'}, 'name': {'en': 'Meijo University', 'no': 'Meijo University', 'se': 'Meijo University'}, 'nameNow': {'en': 'Meijo University'}}], 'awardYear': '2019', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'dateAwarded': '2019-10-09', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2019', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the development of lithium-ion batteries', 'se': 'för utveckling av litiumjonbatterier'}, 'portion': '1/3', 'prizeAmount': 9000000, 'prizeAmountAdjusted': 9000000, 'prizeStatus': 'received', 'sortOrder': '3'}]",1948-01-30,Suita,,,Suita,,,Asia,Japan,Japan,Japan,Japan,Japan,Japan,"Suita, Japan",Japan,Japan,Yoshino,Yoshino,Akira Yoshino,Akira Yoshino,Akira,Akira,Akira Yoshino,Akira Yoshino,Get,http://masterdataapi.nobelprize.org/2/laureate/978,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,male,819,"[{'awardYear': '2007', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '2007-10-12', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2007', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change', 'no': 'for deira innsats for å skape og spreie større kunnskap om menneskeskapte klimaendringar og for å leggje grunnlag for dei tiltaka som krevst for å motverke desse endringane'}, 'portion': '1/2', 'prizeAmount': 10000000, 'prizeAmountAdjusted': 11301989, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'USA', 'no': 'USA', 'se': 'USA'}}], 'sortOrder': '2'}]",1948-03-31,"Washington, DC","Washington, DC","Washington, DC","Washington, DC","Washington, DC","Washington, DC",North America,USA,USA,USA,USA,USA,USA,"Washington, DC, USA","Washington, DC, USA","Washington, DC, USA",Gore,Gore,Albert Arnold (Al) Gore Jr.,Albert Arnold (Al) Gore Jr.,Al,Al,Al Gore,Al Gore,Get,http://masterdataapi.nobelprize.org/2/laureate/819,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,male,729,"[{'affiliations': [{'city': {'en': 'Santa Barbara, CA', 'no': 'Santa Barbara, CA', 'se': 'Santa Barbara, CA'}, 'cityNow': {'en': 'Santa Barbara, CA', 'no': 'Santa Barbara, CA', 'se': 'Santa Barbara, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Santa Barbara, CA, USA', 'no': 'Santa Barbara, CA, USA', 'se': 'Santa Barbara, CA, USA'}, 'name': {'en': 'University of California', 'no': 'University of California', 'se': 'University of California'}, 'nameNow': {'en': 'University of California'}}], 'awardYear': '2000', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'dateAwarded': '2000-10-10', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2000', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery and development of conductive polymers', 'se': 'för upptäckten och utvecklandet av ledande polymerer'}, 'portion': '1/3', 'prizeAmount': 9000000, 'prizeAmountAdjusted': 11333109, 'prizeStatus': 'received', 'sortOrder': '1'}]",1936-01-22,"Sioux City, IA","Sioux City, IA","Sioux City, IA","Sioux City, IA","Sioux City, IA","Sioux City, IA",North America,USA,USA,USA,USA,USA,USA,"Sioux City, IA, USA","Sioux City, IA, USA","Sioux City, IA, USA",Heeger,Heeger,Alan J. Heeger,Alan J. Heeger,Alan,Alan,Alan Heeger,Alan Heeger,Get,http://masterdataapi.nobelprize.org/2/laureate/729,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,male,376,"[{'affiliations': [{'city': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'cityNow': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Cambridge, United Kingdom', 'no': 'Cambridge, Storbritannia', 'se': 'Cambridge, Storbritannien'}, 'name': {'en': 'University of Cambridge', 'no': 'University of Cambridge', 'se': 'University of Cambridge'}, 'nameNow': {'en': 'University of Cambridge'}}], 'awardYear': '1963', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1963', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane', 'se': 'för deras upptäckter rörande jonmekanismerna vid retning och hämning i nervcellernas perifera och centrala membranavsnitt'}, 'portion': '1/3', 'prizeAmount': 265000, 'prizeAmountAdjusted': 2839286, 'prizeStatus': 'received', 'sortOrder': '2'}]",1914-02-05,Banbury,Banbury,Banbury,Banbury,Banbury,Banbury,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"Banbury, United Kingdom","Banbury, Storbritannia","Banbury, Storbritannien",Hodgkin,Hodgkin,Alan Lloyd Hodgkin,Alan Lloyd Hodgkin,Alan,Alan,Alan Hodgkin,Alan Hodgkin,Get,http://masterdataapi.nobelprize.org/2/laureate/376,laureate,application/json,1998-12-20,Cambridge,Cambridge,Cambridge,Cambridge,Cambridge,Cambridge,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",,,,,,,,,,,,,,,,,,,,,,,,,,,
19,male,730,"[{'affiliations': [{'city': {'en': 'Philadelphia, PA', 'no': 'Philadelphia, PA', 'se': 'Philadelphia, PA'}, 'cityNow': {'en': 'Philadelphia, PA', 'no': 'Philadelphia, PA', 'se': 'Philadelphia, PA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Philadelphia, PA, USA', 'no': 'Philadelphia, PA, USA', 'se': 'Philadelphia, PA, USA'}, 'name': {'en': 'University of Pennsylvania', 'no': 'University of Pennsylvania', 'se': 'University of Pennsylvania'}, 'nameNow': {'en': 'University of Pennsylvania'}}], 'awardYear': '2000', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'dateAwarded': '2000-10-10', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2000', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery and development of conductive polymers', 'se': 'för upptäckten och utvecklandet av ledande polymerer'}, 'portion': '1/3', 'prizeAmount': 9000000, 'prizeAmountAdjusted': 11333109, 'prizeStatus': 'received', 'sortOrder': '2'}]",1927-04-14,Masterton,Masterton,Masterton,Masterton,Masterton,Masterton,Oceania,New Zealand,New Zealand,Nya Zeeland,New Zealand,New Zealand,Nya Zeeland,"Masterton, New Zealand","Masterton, New Zealand","Masterton, Nya Zeeland",MacDiarmid,MacDiarmid,Alan G. MacDiarmid,Alan G. MacDiarmid,Alan,Alan,Alan MacDiarmid,Alan MacDiarmid,Get,http://masterdataapi.nobelprize.org/2/laureate/730,laureate,application/json,2007-02-07,"Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA",North America,USA,USA,USA,USA,USA,USA,"Drexel Hill, PA, USA","Drexel Hill, PA, USA","Drexel Hill, PA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
20,male,11,"[{'affiliations': [{'city': {'en': 'Chicago, IL', 'no': 'Chicago, IL', 'se': 'Chicago, IL'}, 'cityNow': {'en': 'Chicago, IL', 'no': 'Chicago, IL', 'se': 'Chicago, IL'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Chicago, IL, USA', 'no': 'Chicago, IL, USA', 'se': 'Chicago, IL, USA'}, 'name': {'en': 'University of Chicago', 'no': 'University of Chicago', 'se': 'University of Chicago'}, 'nameNow': {'en': 'University of Chicago'}}], 'awardYear': '1907', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1907', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid', 'se': 'för hans optiska precisionsinstrument och hans därmed utförda spektroskopiska och metrologiska undersökningar'}, 'portion': '1', 'prizeAmount': 138796, 'prizeAmountAdjusted': 7033581, 'prizeStatus': 'received', 'sortOrder': '1'}]",1852-12-19,Strelno,Strelno,Strelno,Strzelno,Strzelno,Strzelno,Europe,Prussia,Preussen,Preussen,Poland,Polen,Polen,"Strelno, Prussia (now Strzelno, Poland)","Strelno, Preussen (nå Strzelno, Polen)","Strelno, Preussen (nu Strzelno, Polen)",Michelson,Michelson,Albert Abraham Michelson,Albert Abraham Michelson,Albert A.,Albert A.,Albert A. Michelson,Albert A. Michelson,Get,http://masterdataapi.nobelprize.org/2/laureate/11,laureate,application/json,1931-05-09,"Pasadena, CA","Pasadena, CA","Pasadena, CA","Pasadena, CA","Pasadena, CA","Pasadena, CA",North America,USA,USA,USA,USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,male,628,"[{'awardYear': '1957', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1957', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times', 'se': 'för hans betydelsefulla författarskap, som med skarpsynt allvar belyser mänskliga samvetsproblem i vår tid'}, 'portion': '1', 'prizeAmount': 208629, 'prizeAmountAdjusted': 2697789, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}}], 'sortOrder': '1'}]",1913-11-07,Mondovi,Mondovi,Mondovi,Mondovi,Mondovi,Mondovi,Africa,French Algeria,fransk Algerie,Franska Algeriet,Algeria,Algerie,Algeriet,"Mondovi, French Algeria (now Algeria)","Mondovi, fransk Algerie (nå Algerie)","Mondovi, Franska Algeriet (nu Algeriet)",Camus,Camus,Albert Camus,Albert Camus,Albert,Albert,Albert Camus,Albert Camus,Get,http://masterdataapi.nobelprize.org/2/laureate/628,laureate,application/json,1960-01-04,Sens,Sens,Sens,Sens,Sens,Sens,Europe,France,Frankrike,Frankrike,France,Frankrike,Frankrike,"Sens, France","Sens, Frankrike","Sens, Frankrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
22,male,403,"[{'affiliations': [{'city': {'en': 'Louvain', 'no': 'Louvain', 'se': 'Louvain'}, 'cityNow': {'en': 'Louvain', 'no': 'Louvain', 'se': 'Louvain'}, 'country': {'en': 'Belgium', 'no': 'Belgia', 'se': 'Belgien'}, 'countryNow': {'en': 'Belgium', 'no': 'Belgia', 'se': 'Belgien'}, 'locationString': {'en': 'Louvain, Belgium', 'no': 'Louvain, Belgia', 'se': 'Louvain, Belgien'}, 'name': {'en': 'Université Catholique de Louvain', 'no': 'Université Catholique de Louvain', 'se': 'Université Catholique de Louvain'}, 'nameNow': {'en': 'Université Catholique de Louvain'}}], 'awardYear': '1974', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1974', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the structural and functional organization of the cell', 'se': 'för deras upptäckter rörande cellens strukturella och funktionella organisation'}, 'portion': '1/3', 'prizeAmount': 550000, 'prizeAmountAdjusted': 3263449, 'prizeStatus': 'received', 'sortOrder': '1'}]",1898-08-24,Longlier,Longlier,Longlier,Longlier,Longlier,Longlier,Europe,Belgium,Belgia,Belgien,Belgium,Belgia,Belgien,"Longlier, Belgium","Longlier, Belgia","Longlier, Belgien",Claude,Claude,Albert Claude,Albert Claude,Albert,Albert,Albert Claude,Albert Claude,Get,http://masterdataapi.nobelprize.org/2/laureate/403,laureate,application/json,1983-05-22,Brussels,Brussel,Bryssel,Brussels,Brussel,Bryssel,Europe,Belgium,Belgia,Belgien,Belgium,Belgia,Belgien,"Brussels, Belgium","Brussel, Belgia","Bryssel, Belgien",,,,,,,,,,,,,,,,,,,,,,,,,,,
23,male,26,"[{'affiliations': [{'city': {'en': 'Berlin', 'no': 'Berlin', 'se': 'Berlin'}, 'cityNow': {'en': 'Berlin', 'no': 'Berlin', 'se': 'Berlin'}, 'country': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'countryNow': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'locationString': {'en': 'Berlin, Germany', 'no': 'Berlin, Tyskland', 'se': 'Berlin, Tyskland'}, 'name': {'en': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik', 'no': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik', 'se': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik'}, 'nameNow': {'en': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik'}}], 'awardYear': '1921', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1921', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect', 'se': 'för hans förtjänster om den teoretiska fysiken, särskilt hans upptäckt av lagen för den fotoelektriska effekten'}, 'portion': '1', 'prizeAmount': 121573, 'prizeAmountAdjusted': 2532771, 'prizeStatus': 'received', 'sortOrder': '1'}]",1879-03-14,Ulm,Ulm,Ulm,Ulm,Ulm,Ulm,Europe,Germany,Tyskland,Tyskland,Germany,Tyskland,Tyskland,"Ulm, Germany","Ulm, Tyskland","Ulm, Tyskland",Einstein,Einstein,Albert Einstein,Albert Einstein,Albert,Albert,Albert Einstein,Albert Einstein,Get,http://masterdataapi.nobelprize.org/2/laureate/26,laureate,application/json,1955-04-18,"Princeton, NJ","Princeton, NJ","Princeton, NJ","Princeton, NJ","Princeton, NJ","Princeton, NJ",North America,USA,USA,USA,USA,USA,USA,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
